  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2923                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5815   0.03234   0.02392  -0.0346   0.9249   0.3982
  -4.000  -0.4200   0.03118   0.02296  -0.0443   0.8941   0.4458
  -3.000  -0.2674   0.02978   0.02177  -0.0513   0.8609   0.4945
  -2.000  -0.1238   0.02828   0.02046  -0.0556   0.8255   0.5436
  -1.000   0.0563   0.02584   0.01817  -0.0647   0.7998   0.5963
   0.000   0.2224   0.02487   0.01728  -0.0718   0.7589   0.6456
   1.000   0.3694   0.02492   0.01727  -0.0753   0.7108   0.6907
   2.000   0.4848   0.02549   0.01769  -0.0734   0.6607   0.7343
   3.000   0.5773   0.02653   0.01862  -0.0667   0.6128   0.7743
   4.000   0.6563   0.02748   0.01949  -0.0580   0.5674   0.8151
   5.000   0.7279   0.02818   0.02011  -0.0491   0.5249   0.8625
   6.000   0.8029   0.02853   0.02034  -0.0414   0.4850   0.9134
   7.000   0.9304   0.02894   0.02060  -0.0448   0.4414   0.9574
   8.000   1.1027   0.03036   0.02194  -0.0586   0.3937   0.9905
   9.000   1.1681   0.03140   0.02273  -0.0531   0.3607   1.0000
  10.000   1.1301   0.03242   0.02390  -0.0294   0.3372   1.0000
  11.000   1.1820   0.03509   0.02662  -0.0227   0.3068   1.0000
  12.000   1.2369   0.03890   0.03051  -0.0178   0.2790   1.0000
  13.000   1.2696   0.04388   0.03571  -0.0116   0.2540   1.0000
  14.000   1.3405   0.04821   0.03988  -0.0101   0.2309   1.0000
  15.000   1.3224   0.05740   0.04960  -0.0036   0.2133   1.0000
  16.000   1.0394   0.09944   0.09305  -0.0076   0.1997   1.0000
  17.000   0.6919   0.19370   0.18796  -0.0554   0.2161   1.0000
  18.000   0.7315   0.20658   0.20090  -0.0631   0.2005   1.0000
