  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1829                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5821   0.03755   0.02909  -0.0142   0.8032   0.4372
  -3.000  -0.2815   0.03300   0.02460  -0.0258   0.7520   0.5026
  -2.000  -0.1074   0.03121   0.02289  -0.0351   0.7237   0.5361
  -1.000  -0.0266   0.03117   0.02291  -0.0291   0.6836   0.5674
   0.000   0.0808   0.03024   0.02178  -0.0278   0.6500   0.6051
   1.000   0.1943   0.03059   0.02221  -0.0269   0.6157   0.6381
   2.000   0.2719   0.03144   0.02317  -0.0200   0.5810   0.6726
   3.000   0.3613   0.03164   0.02326  -0.0156   0.5505   0.7135
   4.000   0.4889   0.03273   0.02424  -0.0165   0.5212   0.7474
   5.000   0.5233   0.03432   0.02606  -0.0029   0.4924   0.7879
   6.000   0.5560   0.03588   0.02778   0.0105   0.4657   0.8308
   7.000   0.5847   0.03788   0.02990   0.0235   0.4407   0.8805
   8.000   0.7071   0.04008   0.03209   0.0203   0.4145   0.9200
  10.000   0.6768   0.06827   0.06121   0.0186   0.3516   0.9940
