  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1313                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5578   0.02008   0.01085  -0.0047   1.0000   0.2052
  -4.000  -0.4788   0.01745   0.00900  -0.0000   1.0000   0.3241
  -3.000  -0.4018   0.01586   0.00884   0.0054   1.0000   0.5817
  -2.000  -0.2945   0.01638   0.01008   0.0073   0.9861   0.8032
  -1.000  -0.0759   0.01802   0.01155  -0.0094   0.9472   0.9415
   0.000   0.2566   0.01720   0.01050  -0.0511   0.9170   0.9949
   1.000   0.3790   0.01552   0.00860  -0.0529   0.8258   1.0000
   2.000   0.4612   0.01513   0.00781  -0.0462   0.7286   1.0000
   3.000   0.5468   0.01558   0.00785  -0.0405   0.6392   1.0000
   4.000   0.6342   0.01651   0.00841  -0.0353   0.5615   1.0000
   5.000   0.7195   0.01769   0.00941  -0.0298   0.4863   1.0000
   6.000   0.8031   0.01901   0.01049  -0.0240   0.4100   1.0000
   7.000   0.8800   0.02057   0.01186  -0.0173   0.3241   1.0000
   8.000   0.9473   0.02297   0.01394  -0.0099   0.2276   1.0000
   9.000   1.0128   0.02705   0.01776  -0.0031   0.1561   1.0000
  10.000   1.0840   0.03238   0.02315   0.0021   0.1178   1.0000
  11.000   1.1541   0.03924   0.03029   0.0065   0.0965   1.0000
  12.000   1.1915   0.04789   0.03978   0.0136   0.0845   1.0000
  13.000   1.2033   0.05795   0.05044   0.0211   0.0771   1.0000
  14.000   0.7603   0.14398   0.13829  -0.0200   0.1087   1.0000
  15.000   0.7263   0.17530   0.16960  -0.0370   0.1428   1.0000
  16.000   0.7474   0.18994   0.18424  -0.0433   0.1284   1.0000
  17.000   0.7717   0.20409   0.19840  -0.0503   0.1150   1.0000
  18.000   0.7976   0.21786   0.21218  -0.0580   0.1028   1.0000
