  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7949                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.5770   0.00000  -0.00358  -0.3923   0.0000   0.0000
  -7.500   0.9699   0.00000  -0.00366  -0.4244   0.0000   0.0000
  -5.000   1.3609   0.00000  -0.00374  -0.4562   0.0000   0.0000
  -2.500   1.7494   0.00000  -0.00381  -0.4876   0.0000   0.0000
   0.000   2.1346   0.00000  -0.00388  -0.5184   0.0000   0.0000
   2.500   2.5157   0.00000  -0.00394  -0.5482   0.0000   0.0000
   5.000   2.8920   0.00000  -0.00399  -0.5770   0.0000   0.0000
   7.500   3.2628   0.00000  -0.00402  -0.6043   0.0000   0.0000
  10.000   3.6274   0.00000  -0.00405  -0.6302   0.0000   0.0000
  12.500   3.9851   0.00000  -0.00406  -0.6542   0.0000   0.0000
  15.000   4.3353   0.00000  -0.00405  -0.6764   0.0000   0.0000
  17.500   4.6771   0.00000  -0.00403  -0.6964   0.0000   0.0000
  20.000   5.0101   0.00000  -0.00400  -0.7142   0.0000   0.0000
  22.500   5.3336   0.00000  -0.00395  -0.7295   0.0000   0.0000
  25.000   5.6469   0.00000  -0.00388  -0.7424   0.0000   0.0000
