  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5898                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9384   0.00000  -0.00462   0.0933   0.0000   0.0000
  -7.500  -0.4225   0.00000  -0.00464   0.0075   0.0000   0.0000
  -5.000   0.0942   0.00000  -0.00465  -0.0805   0.0000   0.0000
  -2.500   0.6107   0.00000  -0.00466  -0.1701   0.0000   0.0000
   0.000   1.1261   0.00000  -0.00466  -0.2606   0.0000   0.0000
   2.500   1.6393   0.00000  -0.00465  -0.3513   0.0000   0.0000
   5.000   2.1494   0.00000  -0.00463  -0.4415   0.0000   0.0000
   7.500   2.6555   0.00000  -0.00461  -0.5305   0.0000   0.0000
  10.000   3.1564   0.00000  -0.00457  -0.6176   0.0000   0.0000
  12.500   3.6514   0.00000  -0.00453  -0.7022   0.0000   0.0000
  15.000   4.1394   0.00000  -0.00449  -0.7837   0.0000   0.0000
  17.500   4.6195   0.00000  -0.00443  -0.8614   0.0000   0.0000
  20.000   5.0909   0.00000  -0.00436  -0.9347   0.0000   0.0000
  22.500   5.5525   0.00000  -0.00429  -1.0030   0.0000   0.0000
  25.000   6.0036   0.00000  -0.00420  -1.0660   0.0000   0.0000
