  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9173                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5927   0.00000  -0.00456   0.0794   0.0000   0.0000
  -7.500  -0.1400   0.00000  -0.00455   0.0339   0.0000   0.0000
  -5.000   0.3130   0.00000  -0.00453  -0.0155   0.0000   0.0000
  -2.500   0.7654   0.00000  -0.00451  -0.0683   0.0000   0.0000
   0.000   1.2164   0.00000  -0.00449  -0.1242   0.0000   0.0000
   2.500   1.6650   0.00000  -0.00446  -0.1828   0.0000   0.0000
   5.000   2.1105   0.00000  -0.00443  -0.2435   0.0000   0.0000
   7.500   2.5519   0.00000  -0.00439  -0.3060   0.0000   0.0000
  10.000   2.9885   0.00000  -0.00436  -0.3697   0.0000   0.0000
  12.500   3.4194   0.00000  -0.00431  -0.4343   0.0000   0.0000
  15.000   3.8438   0.00000  -0.00427  -0.4991   0.0000   0.0000
  17.500   4.2609   0.00000  -0.00422  -0.5637   0.0000   0.0000
  20.000   4.6699   0.00000  -0.00416  -0.6276   0.0000   0.0000
  22.500   5.0700   0.00000  -0.00410  -0.6903   0.0000   0.0000
  25.000   5.4604   0.00000  -0.00403  -0.7514   0.0000   0.0000
