  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6939                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.4029   0.00000  -0.00306  -0.3718   0.0000   0.0000
  -7.500   0.7713   0.00000  -0.00315  -0.3950   0.0000   0.0000
  -5.000   1.1383   0.00000  -0.00323  -0.4179   0.0000   0.0000
  -2.500   1.5032   0.00000  -0.00330  -0.4402   0.0000   0.0000
   0.000   1.8652   0.00000  -0.00338  -0.4617   0.0000   0.0000
   2.500   2.2237   0.00000  -0.00344  -0.4823   0.0000   0.0000
   5.000   2.5779   0.00000  -0.00350  -0.5019   0.0000   0.0000
   7.500   2.9273   0.00000  -0.00355  -0.5202   0.0000   0.0000
  10.000   3.2711   0.00000  -0.00359  -0.5372   0.0000   0.0000
  12.500   3.6086   0.00000  -0.00361  -0.5527   0.0000   0.0000
  15.000   3.9393   0.00000  -0.00363  -0.5666   0.0000   0.0000
  17.500   4.2625   0.00000  -0.00363  -0.5788   0.0000   0.0000
  20.000   4.5776   0.00000  -0.00361  -0.5892   0.0000   0.0000
  22.500   4.8840   0.00000  -0.00358  -0.5977   0.0000   0.0000
  25.000   5.1811   0.00000  -0.00354  -0.6043   0.0000   0.0000
