  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1592                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.8272   0.00000  -0.00397   0.2778   0.0000   0.0000
  -7.500  -1.3312   0.00000  -0.00398   0.2021   0.0000   0.0000
  -5.000  -0.8326   0.00000  -0.00400   0.1245   0.0000   0.0000
  -2.500  -0.3324   0.00000  -0.00401   0.0454   0.0000   0.0000
   0.000   0.1683   0.00000  -0.00401  -0.0344   0.0000   0.0000
   2.500   0.6688   0.00000  -0.00400  -0.1144   0.0000   0.0000
   5.000   1.1680   0.00000  -0.00400  -0.1939   0.0000   0.0000
   7.500   1.6650   0.00000  -0.00398  -0.2724   0.0000   0.0000
  10.000   2.1588   0.00000  -0.00396  -0.3492   0.0000   0.0000
  12.500   2.6485   0.00000  -0.00394  -0.4238   0.0000   0.0000
  15.000   3.1331   0.00000  -0.00390  -0.4957   0.0000   0.0000
  17.500   3.6118   0.00000  -0.00387  -0.5641   0.0000   0.0000
  20.000   4.0836   0.00000  -0.00382  -0.6287   0.0000   0.0000
  22.500   4.5477   0.00000  -0.00377  -0.6890   0.0000   0.0000
  25.000   5.0031   0.00000  -0.00372  -0.7444   0.0000   0.0000
