  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8493                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7424   0.00000  -0.00419   0.0864   0.0000   0.0000
  -7.500  -0.2384   0.00000  -0.00420   0.0114   0.0000   0.0000
  -5.000   0.2659   0.00000  -0.00420  -0.0671   0.0000   0.0000
  -2.500   0.7698   0.00000  -0.00420  -0.1486   0.0000   0.0000
   0.000   1.2722   0.00000  -0.00419  -0.2325   0.0000   0.0000
   2.500   1.7722   0.00000  -0.00417  -0.3181   0.0000   0.0000
   5.000   2.2688   0.00000  -0.00414  -0.4048   0.0000   0.0000
   7.500   2.7610   0.00000  -0.00411  -0.4919   0.0000   0.0000
  10.000   3.2481   0.00000  -0.00408  -0.5787   0.0000   0.0000
  12.500   3.7289   0.00000  -0.00403  -0.6646   0.0000   0.0000
  15.000   4.2027   0.00000  -0.00398  -0.7490   0.0000   0.0000
  17.500   4.6684   0.00000  -0.00393  -0.8312   0.0000   0.0000
  20.000   5.1253   0.00000  -0.00386  -0.9106   0.0000   0.0000
  22.500   5.5724   0.00000  -0.00379  -0.9865   0.0000   0.0000
  25.000   6.0089   0.00000  -0.00372  -1.0584   0.0000   0.0000
