  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1220                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1605   0.00000  -0.00201   0.0077   0.0000   0.0000
  -7.500  -0.8424   0.00000  -0.00197   0.0014   0.0000   0.0000
  -5.000  -0.5228   0.00000  -0.00195  -0.0052   0.0000   0.0000
  -2.500  -0.2021   0.00000  -0.00194  -0.0120   0.0000   0.0000
   0.000   0.1189   0.00000  -0.00193  -0.0190   0.0000   0.0000
   2.500   0.4397   0.00000  -0.00193  -0.0262   0.0000   0.0000
   5.000   0.7596   0.00000  -0.00195  -0.0334   0.0000   0.0000
   7.500   1.0781   0.00000  -0.00197  -0.0406   0.0000   0.0000
  10.000   1.3946   0.00000  -0.00200  -0.0478   0.0000   0.0000
  12.500   1.7084   0.00000  -0.00204  -0.0550   0.0000   0.0000
  15.000   2.0190   0.00000  -0.00208  -0.0619   0.0000   0.0000
  17.500   2.3257   0.00000  -0.00213  -0.0687   0.0000   0.0000
  20.000   2.6281   0.00000  -0.00218  -0.0752   0.0000   0.0000
  22.500   2.9254   0.00000  -0.00224  -0.0815   0.0000   0.0000
  25.000   3.2172   0.00000  -0.00230  -0.0874   0.0000   0.0000
