  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2218                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0280   0.00000  -0.00180  -0.0158   0.0000   0.0000
  -7.500  -0.7138   0.00000  -0.00176  -0.0208   0.0000   0.0000
  -5.000  -0.3983   0.00000  -0.00174  -0.0262   0.0000   0.0000
  -2.500  -0.0821   0.00000  -0.00172  -0.0320   0.0000   0.0000
   0.000   0.2343   0.00000  -0.00171  -0.0380   0.0000   0.0000
   2.500   0.5503   0.00000  -0.00171  -0.0443   0.0000   0.0000
   5.000   0.8652   0.00000  -0.00173  -0.0508   0.0000   0.0000
   7.500   1.1785   0.00000  -0.00175  -0.0574   0.0000   0.0000
  10.000   1.4895   0.00000  -0.00179  -0.0642   0.0000   0.0000
  12.500   1.7977   0.00000  -0.00183  -0.0710   0.0000   0.0000
  15.000   2.1025   0.00000  -0.00188  -0.0778   0.0000   0.0000
  17.500   2.4033   0.00000  -0.00194  -0.0846   0.0000   0.0000
  20.000   2.6995   0.00000  -0.00200  -0.0912   0.0000   0.0000
  22.500   2.9906   0.00000  -0.00207  -0.0977   0.0000   0.0000
  25.000   3.2760   0.00000  -0.00214  -0.1040   0.0000   0.0000
