  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7320                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4129   0.00000  -0.00203  -0.1369   0.0000   0.0000
  -7.500  -0.0900   0.00000  -0.00200  -0.1428   0.0000   0.0000
  -5.000   0.2330   0.00000  -0.00198  -0.1494   0.0000   0.0000
  -2.500   0.5556   0.00000  -0.00198  -0.1569   0.0000   0.0000
   0.000   0.8771   0.00000  -0.00198  -0.1651   0.0000   0.0000
   2.500   1.1969   0.00000  -0.00199  -0.1739   0.0000   0.0000
   5.000   1.5145   0.00000  -0.00201  -0.1834   0.0000   0.0000
   7.500   1.8292   0.00000  -0.00203  -0.1934   0.0000   0.0000
  10.000   2.1404   0.00000  -0.00207  -0.2038   0.0000   0.0000
  12.500   2.4475   0.00000  -0.00211  -0.2146   0.0000   0.0000
  15.000   2.7500   0.00000  -0.00216  -0.2257   0.0000   0.0000
  17.500   3.0473   0.00000  -0.00222  -0.2370   0.0000   0.0000
  20.000   3.3388   0.00000  -0.00228  -0.2484   0.0000   0.0000
  22.500   3.6239   0.00000  -0.00234  -0.2599   0.0000   0.0000
  25.000   3.9022   0.00000  -0.00240  -0.2713   0.0000   0.0000
