  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5547                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7283   0.00000  -0.00399  -0.0731   0.0000   0.0000
  -7.500  -0.3418   0.00000  -0.00400  -0.0975   0.0000   0.0000
  -5.000   0.0455   0.00000  -0.00401  -0.1230   0.0000   0.0000
  -2.500   0.4326   0.00000  -0.00402  -0.1492   0.0000   0.0000
   0.000   0.8189   0.00000  -0.00402  -0.1759   0.0000   0.0000
   2.500   1.2037   0.00000  -0.00403  -0.2031   0.0000   0.0000
   5.000   1.5861   0.00000  -0.00403  -0.2305   0.0000   0.0000
   7.500   1.9656   0.00000  -0.00403  -0.2578   0.0000   0.0000
  10.000   2.3413   0.00000  -0.00403  -0.2848   0.0000   0.0000
  12.500   2.7126   0.00000  -0.00402  -0.3115   0.0000   0.0000
  15.000   3.0787   0.00000  -0.00401  -0.3375   0.0000   0.0000
  17.500   3.4389   0.00000  -0.00400  -0.3626   0.0000   0.0000
  20.000   3.7926   0.00000  -0.00398  -0.3867   0.0000   0.0000
  22.500   4.1391   0.00000  -0.00395  -0.4096   0.0000   0.0000
  25.000   4.4777   0.00000  -0.00392  -0.4311   0.0000   0.0000
