  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1978                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.5414   0.00000  -0.00431   0.1651   0.0000   0.0000
  -7.500  -1.0802   0.00000  -0.00434   0.1075   0.0000   0.0000
  -5.000  -0.6169   0.00000  -0.00436   0.0486   0.0000   0.0000
  -2.500  -0.1525   0.00000  -0.00438  -0.0112   0.0000   0.0000
   0.000   0.3123   0.00000  -0.00439  -0.0713   0.0000   0.0000
   2.500   0.7764   0.00000  -0.00440  -0.1313   0.0000   0.0000
   5.000   1.2391   0.00000  -0.00440  -0.1908   0.0000   0.0000
   7.500   1.6994   0.00000  -0.00439  -0.2493   0.0000   0.0000
  10.000   2.1565   0.00000  -0.00438  -0.3064   0.0000   0.0000
  12.500   2.6095   0.00000  -0.00436  -0.3616   0.0000   0.0000
  15.000   3.0575   0.00000  -0.00433  -0.4145   0.0000   0.0000
  17.500   3.4997   0.00000  -0.00430  -0.4648   0.0000   0.0000
  20.000   3.9352   0.00000  -0.00426  -0.5119   0.0000   0.0000
  22.500   4.3633   0.00000  -0.00421  -0.5557   0.0000   0.0000
  25.000   4.7830   0.00000  -0.00415  -0.5956   0.0000   0.0000
