  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1293                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.8606   0.00000  -0.00397   0.2988   0.0000   0.0000
  -7.500  -1.3621   0.00000  -0.00398   0.2221   0.0000   0.0000
  -5.000  -0.8611   0.00000  -0.00399   0.1433   0.0000   0.0000
  -2.500  -0.3584   0.00000  -0.00400   0.0630   0.0000   0.0000
   0.000   0.1450   0.00000  -0.00400  -0.0182   0.0000   0.0000
   2.500   0.6480   0.00000  -0.00400  -0.0998   0.0000   0.0000
   5.000   1.1499   0.00000  -0.00399  -0.1810   0.0000   0.0000
   7.500   1.6496   0.00000  -0.00397  -0.2614   0.0000   0.0000
  10.000   2.1461   0.00000  -0.00395  -0.3401   0.0000   0.0000
  12.500   2.6385   0.00000  -0.00392  -0.4168   0.0000   0.0000
  15.000   3.1260   0.00000  -0.00389  -0.4907   0.0000   0.0000
  17.500   3.6074   0.00000  -0.00385  -0.5613   0.0000   0.0000
  20.000   4.0820   0.00000  -0.00380  -0.6281   0.0000   0.0000
  22.500   4.5489   0.00000  -0.00375  -0.6906   0.0000   0.0000
  25.000   5.0071   0.00000  -0.00369  -0.7483   0.0000   0.0000
