  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1859                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.4141   0.00000  -0.00412   0.0889   0.0000   0.0000
  -7.500  -1.0010   0.00000  -0.00415   0.0530   0.0000   0.0000
  -5.000  -0.5859   0.00000  -0.00417   0.0162   0.0000   0.0000
  -2.500  -0.1697   0.00000  -0.00419  -0.0211   0.0000   0.0000
   0.000   0.2468   0.00000  -0.00421  -0.0586   0.0000   0.0000
   2.500   0.6629   0.00000  -0.00422  -0.0961   0.0000   0.0000
   5.000   1.0776   0.00000  -0.00423  -0.1333   0.0000   0.0000
   7.500   1.4904   0.00000  -0.00423  -0.1699   0.0000   0.0000
  10.000   1.9003   0.00000  -0.00423  -0.2055   0.0000   0.0000
  12.500   2.3066   0.00000  -0.00423  -0.2401   0.0000   0.0000
  15.000   2.7085   0.00000  -0.00421  -0.2732   0.0000   0.0000
  17.500   3.1052   0.00000  -0.00419  -0.3046   0.0000   0.0000
  20.000   3.4960   0.00000  -0.00417  -0.3341   0.0000   0.0000
  22.500   3.8802   0.00000  -0.00414  -0.3615   0.0000   0.0000
  25.000   4.2570   0.00000  -0.00410  -0.3865   0.0000   0.0000
