  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5931                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.1944   0.00000  -0.00260  -0.3337   0.0000   0.0000
  -7.500   0.5435   0.00000  -0.00267  -0.3507   0.0000   0.0000
  -5.000   0.8915   0.00000  -0.00275  -0.3671   0.0000   0.0000
  -2.500   1.2378   0.00000  -0.00282  -0.3830   0.0000   0.0000
   0.000   1.5818   0.00000  -0.00289  -0.3981   0.0000   0.0000
   2.500   1.9228   0.00000  -0.00296  -0.4124   0.0000   0.0000
   5.000   2.2602   0.00000  -0.00303  -0.4257   0.0000   0.0000
   7.500   2.5932   0.00000  -0.00309  -0.4380   0.0000   0.0000
  10.000   2.9213   0.00000  -0.00314  -0.4491   0.0000   0.0000
  12.500   3.2439   0.00000  -0.00318  -0.4590   0.0000   0.0000
  15.000   3.5603   0.00000  -0.00322  -0.4675   0.0000   0.0000
  17.500   3.8700   0.00000  -0.00324  -0.4747   0.0000   0.0000
  20.000   4.1722   0.00000  -0.00325  -0.4804   0.0000   0.0000
  22.500   4.4666   0.00000  -0.00325  -0.4846   0.0000   0.0000
  25.000   4.7524   0.00000  -0.00324  -0.4874   0.0000   0.0000
