  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7951                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.5597   0.00000  -0.00369  -0.3834   0.0000   0.0000
  -7.500   0.9575   0.00000  -0.00378  -0.4171   0.0000   0.0000
  -5.000   1.3535   0.00000  -0.00386  -0.4507   0.0000   0.0000
  -2.500   1.7470   0.00000  -0.00393  -0.4840   0.0000   0.0000
   0.000   2.1371   0.00000  -0.00399  -0.5166   0.0000   0.0000
   2.500   2.5232   0.00000  -0.00405  -0.5483   0.0000   0.0000
   5.000   2.9045   0.00000  -0.00410  -0.5790   0.0000   0.0000
   7.500   3.2802   0.00000  -0.00413  -0.6082   0.0000   0.0000
  10.000   3.6498   0.00000  -0.00415  -0.6359   0.0000   0.0000
  12.500   4.0123   0.00000  -0.00416  -0.6618   0.0000   0.0000
  15.000   4.3673   0.00000  -0.00416  -0.6858   0.0000   0.0000
  17.500   4.7139   0.00000  -0.00413  -0.7075   0.0000   0.0000
  20.000   5.0516   0.00000  -0.00410  -0.7270   0.0000   0.0000
  22.500   5.3797   0.00000  -0.00404  -0.7439   0.0000   0.0000
  25.000   5.6975   0.00000  -0.00397  -0.7583   0.0000   0.0000
