  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5893                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8725   0.00000  -0.00471   0.0592   0.0000   0.0000
  -7.500  -0.3694   0.00000  -0.00472  -0.0193   0.0000   0.0000
  -5.000   0.1344   0.00000  -0.00473  -0.0998   0.0000   0.0000
  -2.500   0.6379   0.00000  -0.00474  -0.1817   0.0000   0.0000
   0.000   1.1403   0.00000  -0.00474  -0.2644   0.0000   0.0000
   2.500   1.6404   0.00000  -0.00473  -0.3473   0.0000   0.0000
   5.000   2.1374   0.00000  -0.00471  -0.4296   0.0000   0.0000
   7.500   2.6304   0.00000  -0.00468  -0.5109   0.0000   0.0000
  10.000   3.1184   0.00000  -0.00465  -0.5904   0.0000   0.0000
  12.500   3.6004   0.00000  -0.00461  -0.6676   0.0000   0.0000
  15.000   4.0756   0.00000  -0.00456  -0.7419   0.0000   0.0000
  17.500   4.5430   0.00000  -0.00451  -0.8126   0.0000   0.0000
  20.000   5.0018   0.00000  -0.00444  -0.8794   0.0000   0.0000
  22.500   5.4510   0.00000  -0.00437  -0.9416   0.0000   0.0000
  25.000   5.8899   0.00000  -0.00429  -0.9988   0.0000   0.0000
