  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7758                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.2277   0.00000  -0.00456  -0.1843   0.0000   0.0000
  -7.500   0.1876   0.00000  -0.00457  -0.2212   0.0000   0.0000
  -5.000   0.6026   0.00000  -0.00458  -0.2590   0.0000   0.0000
  -2.500   1.0164   0.00000  -0.00459  -0.2976   0.0000   0.0000
   0.000   1.4284   0.00000  -0.00459  -0.3365   0.0000   0.0000
   2.500   1.8375   0.00000  -0.00459  -0.3755   0.0000   0.0000
   5.000   2.2432   0.00000  -0.00459  -0.4143   0.0000   0.0000
   7.500   2.6447   0.00000  -0.00458  -0.4526   0.0000   0.0000
  10.000   3.0411   0.00000  -0.00456  -0.4901   0.0000   0.0000
  12.500   3.4317   0.00000  -0.00454  -0.5265   0.0000   0.0000
  15.000   3.8158   0.00000  -0.00451  -0.5615   0.0000   0.0000
  17.500   4.1926   0.00000  -0.00448  -0.5949   0.0000   0.0000
  20.000   4.5615   0.00000  -0.00443  -0.6265   0.0000   0.0000
  22.500   4.9216   0.00000  -0.00438  -0.6559   0.0000   0.0000
  25.000   5.2725   0.00000  -0.00431  -0.6830   0.0000   0.0000
