  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6530                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0782   0.02381   0.01551  -0.1462   0.7161   0.2537
  -4.000   0.1607   0.02323   0.01488  -0.1415   0.6964   0.2740
  -3.000   0.2409   0.02287   0.01447  -0.1363   0.6768   0.2963
  -2.000   0.3182   0.02273   0.01429  -0.1306   0.6574   0.3206
  -1.000   0.4020   0.02275   0.01435  -0.1263   0.6385   0.3483
   0.000   0.4926   0.02303   0.01473  -0.1235   0.6201   0.3796
   1.000   0.5874   0.02346   0.01519  -0.1215   0.6023   0.4155
   2.000   0.6880   0.02389   0.01559  -0.1206   0.5850   0.4563
   3.000   0.8016   0.02401   0.01580  -0.1219   0.5685   0.5059
   4.000   0.8914   0.02473   0.01663  -0.1195   0.5510   0.5612
   5.000   0.9528   0.02627   0.01845  -0.1130   0.5329   0.6275
   6.000   1.0076   0.02814   0.02079  -0.1058   0.5149   0.7273
   7.000   1.0523   0.03021   0.02345  -0.0970   0.4971   1.0000
   8.000   1.1030   0.03363   0.02671  -0.0918   0.4794   1.0000
   9.000   1.1456   0.03779   0.03081  -0.0863   0.4616   1.0000
  10.000   1.1780   0.04302   0.03603  -0.0805   0.4437   1.0000
  11.000   1.1971   0.04972   0.04278  -0.0745   0.4253   1.0000
  12.000   0.8467   0.09624   0.09010  -0.0535   0.3647   1.0000
  13.000   0.9984   0.08972   0.08336  -0.0555   0.3653   1.0000
  14.000   1.1764   0.08109   0.07447  -0.0591   0.3653   1.0000
