  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6020                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0133   0.01366   0.00665  -0.0431   0.7696   0.5467
  -4.000   0.1194   0.01329   0.00637  -0.0403   0.7244   0.6115
  -3.000   0.2229   0.01313   0.00634  -0.0372   0.6769   0.6814
  -2.000   0.3254   0.01316   0.00652  -0.0339   0.6290   0.7560
  -1.000   0.4270   0.01351   0.00695  -0.0303   0.5815   0.8327
   1.000   0.6695   0.01544   0.00864  -0.0319   0.4826   0.9486
   2.000   0.8387   0.01665   0.00957  -0.0446   0.4278   0.9790
   3.000   0.9896   0.01768   0.01037  -0.0552   0.3742   1.0001
   4.000   1.0206   0.01850   0.01106  -0.0422   0.3371   1.0001
   5.000   1.0438   0.01960   0.01206  -0.0274   0.3026   1.0001
   6.000   1.0726   0.02121   0.01357  -0.0144   0.2694   1.0001
   7.000   1.1176   0.02367   0.01596  -0.0064   0.2366   1.0001
   8.000   1.1618   0.02699   0.01924  -0.0002   0.2070   1.0001
   9.000   1.2014   0.03124   0.02345   0.0047   0.1816   1.0001
  10.000   1.2345   0.03650   0.02877   0.0084   0.1601   1.0001
  11.000   1.2631   0.04276   0.03513   0.0109   0.1423   1.0001
  12.000   1.2855   0.05018   0.04271   0.0121   0.1275   1.0001
  13.000   1.3058   0.05838   0.05103   0.0122   0.1155   1.0001
  14.000   1.3238   0.06730   0.06008   0.0113   0.1053   1.0001
  15.000   1.3334   0.07765   0.07067   0.0092   0.0967   1.0001
  16.000   1.3264   0.09071   0.08413   0.0054   0.0896   1.0001
  17.000   1.3013   0.10707   0.10097  -0.0008   0.0836   1.0001
  18.000   1.2708   0.12514   0.11946  -0.0092   0.0785   1.0001
