  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6736                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -3.000   0.0262   0.02758   0.01959  -0.1226   0.6913   0.3401
  -2.000   0.1779   0.02620   0.01804  -0.1309   0.6693   0.3611
  -1.000   0.3006   0.02602   0.01777  -0.1346   0.6442   0.3821
   0.000   0.3949   0.02656   0.01834  -0.1336   0.6189   0.4033
   1.000   0.5001   0.02702   0.01877  -0.1345   0.5959   0.4261
   3.000   0.6863   0.02885   0.02058  -0.1326   0.5530   0.4747
   4.000   0.7566   0.03062   0.02244  -0.1284   0.5324   0.5001
   5.000   0.8270   0.03274   0.02462  -0.1246   0.5126   0.5269
   6.000   0.8970   0.03517   0.02711  -0.1210   0.4940   0.5544
   7.000   0.9760   0.03734   0.02936  -0.1188   0.4770   0.5842
   8.000   1.0916   0.03811   0.03002  -0.1214   0.4614   0.6166
   9.000   1.1083   0.04299   0.03523  -0.1115   0.4439   0.6423
  10.000   1.1279   0.04879   0.04127  -0.1035   0.4265   0.6677
  11.000   1.1410   0.05577   0.04848  -0.0961   0.4093   0.6931
  12.000   1.1351   0.06505   0.05800  -0.0888   0.3914   0.7174
  13.000   1.2845   0.06200   0.05469  -0.0938   0.3821   0.7521
  14.000   1.2513   0.07375   0.06679  -0.0859   0.3644   0.7750
  15.000   1.1834   0.09030   0.08374  -0.0788   0.3441   0.7957
