  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1017                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5071   0.01508   0.00810  -0.0060   0.9519   0.4137
  -4.000  -0.3603   0.01395   0.00727  -0.0125   0.9230   0.4932
  -3.000  -0.2326   0.01284   0.00647  -0.0140   0.8867   0.5687
  -2.000  -0.1193   0.01197   0.00580  -0.0120   0.8403   0.6426
  -1.000  -0.0144   0.01157   0.00547  -0.0085   0.7808   0.7173
   0.000   0.0908   0.01156   0.00553  -0.0049   0.7150   0.7880
   1.000   0.1962   0.01197   0.00587  -0.0014   0.6465   0.8533
   2.000   0.3110   0.01283   0.00648   0.0002   0.5776   0.9041
   3.000   0.4507   0.01389   0.00728  -0.0041   0.5021   0.9399
   4.000   0.6087   0.01493   0.00799  -0.0136   0.4225   0.9681
   5.000   0.7712   0.01592   0.00868  -0.0251   0.3410   0.9930
   6.000   0.8708   0.01687   0.00939  -0.0250   0.2749   1.0000
   7.000   0.9248   0.01815   0.01049  -0.0156   0.2250   1.0000
   8.000   0.9677   0.01988   0.01203  -0.0041   0.1853   1.0000
   9.000   1.0061   0.02190   0.01397   0.0079   0.1542   1.0000
  10.000   1.0406   0.02450   0.01646   0.0196   0.1311   1.0000
  11.000   1.0856   0.02780   0.01982   0.0273   0.1125   1.0000
  12.000   1.1318   0.03209   0.02418   0.0329   0.0983   1.0000
  13.000   1.1716   0.03724   0.02955   0.0373   0.0874   1.0000
  14.000   1.2050   0.04349   0.03605   0.0404   0.0790   1.0000
  15.000   1.2291   0.05109   0.04392   0.0422   0.0724   1.0000
  16.000   1.2507   0.05950   0.05254   0.0427   0.0671   1.0000
  17.000   1.2127   0.07511   0.06892   0.0385   0.0634   1.0000
  18.000   1.1867   0.09144   0.08568   0.0326   0.0604   1.0000
