  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3635                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1907   0.02430   0.01631  -0.0858   0.7139   0.3558
  -4.000  -0.1136   0.02330   0.01516  -0.0803   0.6864   0.3742
  -3.000  -0.0273   0.02254   0.01424  -0.0764   0.6596   0.3942
  -2.000   0.0536   0.02215   0.01368  -0.0715   0.6328   0.4150
  -1.000   0.1044   0.02208   0.01359  -0.0609   0.6063   0.4355
   0.000   0.1786   0.02216   0.01369  -0.0549   0.5814   0.4585
   1.000   0.2597   0.02250   0.01403  -0.0504   0.5580   0.4833
   2.000   0.3431   0.02302   0.01457  -0.0466   0.5359   0.5098
   3.000   0.4284   0.02369   0.01526  -0.0433   0.5150   0.5380
   4.000   0.5177   0.02447   0.01605  -0.0409   0.4951   0.5681
   5.000   0.6085   0.02533   0.01692  -0.0390   0.4759   0.6001
   6.000   0.6632   0.02688   0.01865  -0.0319   0.4573   0.6325
   7.000   0.7217   0.02874   0.02070  -0.0262   0.4392   0.6679
   8.000   0.7779   0.03099   0.02314  -0.0208   0.4219   0.7070
   9.000   0.8324   0.03356   0.02592  -0.0158   0.4054   0.7519
  10.000   0.8896   0.03612   0.02872  -0.0112   0.3899   0.8088
  11.000   0.9643   0.03766   0.03047  -0.0073   0.3758   0.9065
  12.000   1.0515   0.04208   0.03496  -0.0122   0.3597   1.0000
  13.000   1.0418   0.04871   0.04164  -0.0045   0.3442   1.0000
  14.000   1.0299   0.05768   0.05074   0.0008   0.3283   1.0000
  15.000   1.0002   0.06962   0.06286   0.0048   0.3115   1.0000
  16.000   0.9661   0.08337   0.07678   0.0068   0.2943   1.0000
