  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1811                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5152   0.01412   0.00644  -0.0227   1.0000   0.1658
  -4.000  -0.4117   0.01237   0.00540  -0.0225   1.0000   0.3334
  -3.000  -0.3070   0.01151   0.00515  -0.0220   1.0000   0.5020
  -2.000  -0.2041   0.01123   0.00541  -0.0206   1.0000   0.6521
  -1.000  -0.0873   0.01163   0.00625  -0.0217   0.9937   0.7795
   0.000   0.0717   0.01159   0.00646  -0.0299   0.9597   0.8747
   1.000   0.2188   0.01059   0.00568  -0.0341   0.9176   0.9521
   2.000   0.4159   0.00936   0.00451  -0.0490   0.8343   0.9930
   3.000   0.5366   0.00970   0.00408  -0.0500   0.6507   1.0000
   4.000   0.6163   0.01093   0.00456  -0.0438   0.4836   1.0000
   5.000   0.7048   0.01276   0.00558  -0.0397   0.2954   1.0000
   6.000   0.7914   0.01565   0.00759  -0.0359   0.1318   1.0000
   7.000   0.8782   0.01898   0.01068  -0.0319   0.0801   1.0000
   8.000   0.9659   0.02307   0.01478  -0.0282   0.0597   1.0000
   9.000   1.0543   0.02798   0.02008  -0.0248   0.0483   1.0000
  10.000   1.1301   0.03499   0.02775  -0.0204   0.0418   1.0000
  11.000   1.1809   0.04255   0.03613  -0.0135   0.0371   1.0000
  12.000   1.1628   0.05656   0.05119  -0.0026   0.0359   1.0000
  13.000   1.0816   0.07253   0.06814   0.0028   0.0362   1.0000
  14.000   0.7934   0.16450   0.16089  -0.0555   0.0640   1.0000
  15.000   0.5839   0.15921   0.15584  -0.0362   0.0640   1.0000
  16.000   0.5847   0.17116   0.16779  -0.0412   0.0591   1.0000
  17.000   0.6211   0.18269   0.17938  -0.0414   0.0517   1.0000
  18.000   0.8789   0.22837   0.22469  -0.0888   0.0424   1.0000
