  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1973                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.4851   0.00000  -0.00435   0.1383   0.0000   0.0000
  -7.500  -1.0365   0.00000  -0.00438   0.0868   0.0000   0.0000
  -5.000  -0.5859   0.00000  -0.00440   0.0342   0.0000   0.0000
  -2.500  -0.1342   0.00000  -0.00441  -0.0192   0.0000   0.0000
   0.000   0.3178   0.00000  -0.00442  -0.0729   0.0000   0.0000
   2.500   0.7691   0.00000  -0.00443  -0.1265   0.0000   0.0000
   5.000   1.2190   0.00000  -0.00443  -0.1796   0.0000   0.0000
   7.500   1.6666   0.00000  -0.00442  -0.2318   0.0000   0.0000
  10.000   2.1110   0.00000  -0.00441  -0.2827   0.0000   0.0000
  12.500   2.5514   0.00000  -0.00439  -0.3319   0.0000   0.0000
  15.000   2.9869   0.00000  -0.00437  -0.3791   0.0000   0.0000
  17.500   3.4168   0.00000  -0.00433  -0.4238   0.0000   0.0000
  20.000   3.8402   0.00000  -0.00429  -0.4658   0.0000   0.0000
  22.500   4.2562   0.00000  -0.00425  -0.5047   0.0000   0.0000
  25.000   4.6642   0.00000  -0.00419  -0.5402   0.0000   0.0000
