  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1308                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0522   0.00000  -0.00106  -0.0153   0.0000   0.0000
  -7.500  -0.7621   0.00000  -0.00092  -0.0171   0.0000   0.0000
  -5.000  -0.4706   0.00000  -0.00081  -0.0189   0.0000   0.0000
  -2.500  -0.1782   0.00000  -0.00075  -0.0209   0.0000   0.0000
   0.000   0.1145   0.00000  -0.00073  -0.0230   0.0000   0.0000
   2.500   0.4070   0.00000  -0.00074  -0.0251   0.0000   0.0000
   5.000   0.6987   0.00000  -0.00080  -0.0273   0.0000   0.0000
   7.500   0.9891   0.00000  -0.00090  -0.0296   0.0000   0.0000
  10.000   1.2776   0.00000  -0.00105  -0.0318   0.0000   0.0000
  12.500   1.5637   0.00000  -0.00123  -0.0341   0.0000   0.0000
  15.000   1.8469   0.00000  -0.00144  -0.0363   0.0000   0.0000
  17.500   2.1265   0.00000  -0.00169  -0.0385   0.0000   0.0000
  20.000   2.4022   0.00000  -0.00196  -0.0407   0.0000   0.0000
  22.500   2.6733   0.00000  -0.00226  -0.0428   0.0000   0.0000
  25.000   2.9393   0.00000  -0.00257  -0.0448   0.0000   0.0000
