  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5244                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8487   0.00000  -0.00394  -0.0088   0.0000   0.0000
  -7.500  -0.4699   0.00000  -0.00393  -0.0286   0.0000   0.0000
  -5.000  -0.0903   0.00000  -0.00393  -0.0499   0.0000   0.0000
  -2.500   0.2895   0.00000  -0.00392  -0.0725   0.0000   0.0000
   0.000   0.6688   0.00000  -0.00391  -0.0962   0.0000   0.0000
   2.500   1.0467   0.00000  -0.00391  -0.1208   0.0000   0.0000
   5.000   1.4227   0.00000  -0.00390  -0.1462   0.0000   0.0000
   7.500   1.7960   0.00000  -0.00389  -0.1722   0.0000   0.0000
  10.000   2.1659   0.00000  -0.00389  -0.1985   0.0000   0.0000
  12.500   2.5317   0.00000  -0.00388  -0.2250   0.0000   0.0000
  15.000   2.8926   0.00000  -0.00387  -0.2515   0.0000   0.0000
  17.500   3.2480   0.00000  -0.00386  -0.2777   0.0000   0.0000
  20.000   3.5973   0.00000  -0.00384  -0.3035   0.0000   0.0000
  22.500   3.9397   0.00000  -0.00382  -0.3287   0.0000   0.0000
  25.000   4.2746   0.00000  -0.00380  -0.3530   0.0000   0.0000
