  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9972                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.8336   0.00000  -0.00446  -0.3843   0.0000   0.0000
  -7.500   1.2837   0.00000  -0.00454  -0.4412   0.0000   0.0000
  -5.000   1.7314   0.00000  -0.00461  -0.4987   0.0000   0.0000
  -2.500   2.1758   0.00000  -0.00467  -0.5564   0.0000   0.0000
   0.000   2.6160   0.00000  -0.00471  -0.6138   0.0000   0.0000
   2.500   3.0513   0.00000  -0.00475  -0.6705   0.0000   0.0000
   5.000   3.4808   0.00000  -0.00477  -0.7261   0.0000   0.0000
   7.500   3.9037   0.00000  -0.00478  -0.7801   0.0000   0.0000
  10.000   4.3191   0.00000  -0.00477  -0.8321   0.0000   0.0000
  12.500   4.7263   0.00000  -0.00475  -0.8817   0.0000   0.0000
  15.000   5.1246   0.00000  -0.00471  -0.9286   0.0000   0.0000
  17.500   5.5130   0.00000  -0.00466  -0.9724   0.0000   0.0000
  20.000   5.8910   0.00000  -0.00458  -1.0128   0.0000   0.0000
  22.500   6.2578   0.00000  -0.00449  -1.0494   0.0000   0.0000
  25.000   6.6127   0.00000  -0.00438  -1.0819   0.0000   0.0000
