  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5187                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2637   0.00000  -0.00415   0.2084   0.0000   0.0000
  -7.500  -0.7776   0.00000  -0.00416   0.1438   0.0000   0.0000
  -5.000  -0.2900   0.00000  -0.00416   0.0759   0.0000   0.0000
  -2.500   0.1981   0.00000  -0.00416   0.0053   0.0000   0.0000
   0.000   0.6858   0.00000  -0.00415  -0.0675   0.0000   0.0000
   2.500   1.1722   0.00000  -0.00414  -0.1420   0.0000   0.0000
   5.000   1.6564   0.00000  -0.00412  -0.2175   0.0000   0.0000
   7.500   2.1375   0.00000  -0.00410  -0.2935   0.0000   0.0000
  10.000   2.6145   0.00000  -0.00407  -0.3695   0.0000   0.0000
  12.500   3.0865   0.00000  -0.00403  -0.4448   0.0000   0.0000
  15.000   3.5526   0.00000  -0.00399  -0.5188   0.0000   0.0000
  17.500   4.0120   0.00000  -0.00394  -0.5911   0.0000   0.0000
  20.000   4.4637   0.00000  -0.00389  -0.6610   0.0000   0.0000
  22.500   4.9070   0.00000  -0.00383  -0.7280   0.0000   0.0000
  25.000   5.3409   0.00000  -0.00377  -0.7917   0.0000   0.0000
