  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7347                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5536   0.00000  -0.00409  -0.0698   0.0000   0.0000
  -7.500  -0.1660   0.00000  -0.00409  -0.0927   0.0000   0.0000
  -5.000   0.2219   0.00000  -0.00408  -0.1172   0.0000   0.0000
  -2.500   0.6093   0.00000  -0.00408  -0.1432   0.0000   0.0000
   0.000   0.9956   0.00000  -0.00407  -0.1705   0.0000   0.0000
   2.500   1.3801   0.00000  -0.00406  -0.1989   0.0000   0.0000
   5.000   1.7618   0.00000  -0.00406  -0.2282   0.0000   0.0000
   7.500   2.1403   0.00000  -0.00405  -0.2582   0.0000   0.0000
  10.000   2.5147   0.00000  -0.00403  -0.2885   0.0000   0.0000
  12.500   2.8842   0.00000  -0.00402  -0.3190   0.0000   0.0000
  15.000   3.2483   0.00000  -0.00400  -0.3495   0.0000   0.0000
  17.500   3.6063   0.00000  -0.00398  -0.3797   0.0000   0.0000
  20.000   3.9573   0.00000  -0.00396  -0.4095   0.0000   0.0000
  22.500   4.3009   0.00000  -0.00393  -0.4384   0.0000   0.0000
  25.000   4.6362   0.00000  -0.00389  -0.4665   0.0000   0.0000
