  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3953                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.6125   0.00000  -0.00418  -0.1067   0.0000   0.0000
  -7.500  -0.2110   0.00000  -0.00421  -0.1385   0.0000   0.0000
  -5.000   0.1910   0.00000  -0.00425  -0.1707   0.0000   0.0000
  -2.500   0.5926   0.00000  -0.00428  -0.2029   0.0000   0.0000
   0.000   0.9931   0.00000  -0.00431  -0.2350   0.0000   0.0000
   2.500   1.3916   0.00000  -0.00434  -0.2667   0.0000   0.0000
   5.000   1.7876   0.00000  -0.00436  -0.2977   0.0000   0.0000
   7.500   2.1801   0.00000  -0.00437  -0.3278   0.0000   0.0000
  10.000   2.5685   0.00000  -0.00439  -0.3569   0.0000   0.0000
  12.500   2.9521   0.00000  -0.00439  -0.3846   0.0000   0.0000
  15.000   3.3300   0.00000  -0.00439  -0.4107   0.0000   0.0000
  17.500   3.7016   0.00000  -0.00437  -0.4351   0.0000   0.0000
  20.000   4.0661   0.00000  -0.00435  -0.4576   0.0000   0.0000
  22.500   4.4229   0.00000  -0.00432  -0.4779   0.0000   0.0000
  25.000   4.7713   0.00000  -0.00428  -0.4960   0.0000   0.0000
