  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5392                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2430   0.00000  -0.00410   0.1895   0.0000   0.0000
  -7.500  -0.7437   0.00000  -0.00411   0.1166   0.0000   0.0000
  -5.000  -0.2430   0.00000  -0.00411   0.0405   0.0000   0.0000
  -2.500   0.2581   0.00000  -0.00411  -0.0380   0.0000   0.0000
   0.000   0.7587   0.00000  -0.00410  -0.1185   0.0000   0.0000
   2.500   1.2580   0.00000  -0.00409  -0.2002   0.0000   0.0000
   5.000   1.7548   0.00000  -0.00407  -0.2827   0.0000   0.0000
   7.500   2.2482   0.00000  -0.00404  -0.3652   0.0000   0.0000
  10.000   2.7374   0.00000  -0.00401  -0.4472   0.0000   0.0000
  12.500   3.2214   0.00000  -0.00397  -0.5280   0.0000   0.0000
  15.000   3.6993   0.00000  -0.00392  -0.6070   0.0000   0.0000
  17.500   4.1701   0.00000  -0.00387  -0.6836   0.0000   0.0000
  20.000   4.6330   0.00000  -0.00382  -0.7572   0.0000   0.0000
  22.500   5.0870   0.00000  -0.00375  -0.8272   0.0000   0.0000
  25.000   5.5314   0.00000  -0.00368  -0.8932   0.0000   0.0000
