  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1808                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9456   0.00000  -0.00099  -0.0507   0.0000   0.0000
  -7.500  -0.6550   0.00000  -0.00087  -0.0531   0.0000   0.0000
  -5.000  -0.3631   0.00000  -0.00078  -0.0554   0.0000   0.0000
  -2.500  -0.0705   0.00000  -0.00073  -0.0577   0.0000   0.0000
   0.000   0.2222   0.00000  -0.00073  -0.0599   0.0000   0.0000
   2.500   0.5145   0.00000  -0.00077  -0.0620   0.0000   0.0000
   5.000   0.8058   0.00000  -0.00084  -0.0639   0.0000   0.0000
   7.500   1.0956   0.00000  -0.00096  -0.0657   0.0000   0.0000
  10.000   1.3834   0.00000  -0.00112  -0.0673   0.0000   0.0000
  12.500   1.6685   0.00000  -0.00131  -0.0688   0.0000   0.0000
  15.000   1.9504   0.00000  -0.00154  -0.0701   0.0000   0.0000
  17.500   2.2287   0.00000  -0.00179  -0.0712   0.0000   0.0000
  20.000   2.5028   0.00000  -0.00206  -0.0720   0.0000   0.0000
  22.500   2.7721   0.00000  -0.00236  -0.0727   0.0000   0.0000
  25.000   3.0362   0.00000  -0.00266  -0.0732   0.0000   0.0000
