  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6132                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.6753   0.00000  -0.00337  -0.0357   0.0000   0.0000
  -7.500  -0.3249   0.00000  -0.00333  -0.0460   0.0000   0.0000
  -5.000   0.0261   0.00000  -0.00330  -0.0578   0.0000   0.0000
  -2.500   0.3771   0.00000  -0.00327  -0.0711   0.0000   0.0000
   0.000   0.7273   0.00000  -0.00325  -0.0856   0.0000   0.0000
   2.500   1.0762   0.00000  -0.00323  -0.1013   0.0000   0.0000
   5.000   1.4230   0.00000  -0.00322  -0.1181   0.0000   0.0000
   7.500   1.7671   0.00000  -0.00322  -0.1358   0.0000   0.0000
  10.000   2.1078   0.00000  -0.00322  -0.1544   0.0000   0.0000
  12.500   2.4446   0.00000  -0.00323  -0.1736   0.0000   0.0000
  15.000   2.7766   0.00000  -0.00325  -0.1933   0.0000   0.0000
  17.500   3.1034   0.00000  -0.00327  -0.2134   0.0000   0.0000
  20.000   3.4243   0.00000  -0.00330  -0.2337   0.0000   0.0000
  22.500   3.7387   0.00000  -0.00333  -0.2540   0.0000   0.0000
  25.000   4.0460   0.00000  -0.00336  -0.2743   0.0000   0.0000
