  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5129                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7747   0.00000  -0.00305  -0.0287   0.0000   0.0000
  -7.500  -0.4322   0.00000  -0.00301  -0.0376   0.0000   0.0000
  -5.000  -0.0889   0.00000  -0.00298  -0.0477   0.0000   0.0000
  -2.500   0.2546   0.00000  -0.00296  -0.0590   0.0000   0.0000
   0.000   0.5976   0.00000  -0.00294  -0.0713   0.0000   0.0000
   2.500   0.9395   0.00000  -0.00293  -0.0846   0.0000   0.0000
   5.000   1.2796   0.00000  -0.00292  -0.0987   0.0000   0.0000
   7.500   1.6172   0.00000  -0.00293  -0.1136   0.0000   0.0000
  10.000   1.9518   0.00000  -0.00294  -0.1291   0.0000   0.0000
  12.500   2.2827   0.00000  -0.00295  -0.1451   0.0000   0.0000
  15.000   2.6092   0.00000  -0.00298  -0.1616   0.0000   0.0000
  17.500   2.9308   0.00000  -0.00301  -0.1782   0.0000   0.0000
  20.000   3.2467   0.00000  -0.00304  -0.1951   0.0000   0.0000
  22.500   3.5566   0.00000  -0.00307  -0.2119   0.0000   0.0000
  25.000   3.8596   0.00000  -0.00311  -0.2287   0.0000   0.0000
