  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8413                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.2052   0.00000  -0.00130  -0.2018   0.0000   0.0000
  -7.500   0.1021   0.00000  -0.00127  -0.2060   0.0000   0.0000
  -5.000   0.4093   0.00000  -0.00125  -0.2107   0.0000   0.0000
  -2.500   0.7156   0.00000  -0.00124  -0.2159   0.0000   0.0000
   0.000   1.0206   0.00000  -0.00124  -0.2216   0.0000   0.0000
   2.500   1.3236   0.00000  -0.00127  -0.2276   0.0000   0.0000
   5.000   1.6241   0.00000  -0.00130  -0.2340   0.0000   0.0000
   7.500   1.9215   0.00000  -0.00136  -0.2408   0.0000   0.0000
  10.000   2.2153   0.00000  -0.00142  -0.2477   0.0000   0.0000
  12.500   2.5048   0.00000  -0.00151  -0.2549   0.0000   0.0000
  15.000   2.7896   0.00000  -0.00160  -0.2622   0.0000   0.0000
  17.500   3.0691   0.00000  -0.00171  -0.2697   0.0000   0.0000
  20.000   3.3427   0.00000  -0.00183  -0.2771   0.0000   0.0000
  22.500   3.6100   0.00000  -0.00196  -0.2845   0.0000   0.0000
  25.000   3.8704   0.00000  -0.00209  -0.2919   0.0000   0.0000
