  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1229                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2397   0.00000  -0.00288   0.0274   0.0000   0.0000
  -7.500  -0.9003   0.00000  -0.00286   0.0163   0.0000   0.0000
  -5.000  -0.5592   0.00000  -0.00285   0.0048   0.0000   0.0000
  -2.500  -0.2170   0.00000  -0.00284  -0.0071   0.0000   0.0000
   0.000   0.1256   0.00000  -0.00284  -0.0192   0.0000   0.0000
   2.500   0.4679   0.00000  -0.00284  -0.0315   0.0000   0.0000
   5.000   0.8094   0.00000  -0.00285  -0.0438   0.0000   0.0000
   7.500   1.1493   0.00000  -0.00286  -0.0561   0.0000   0.0000
  10.000   1.4871   0.00000  -0.00287  -0.0682   0.0000   0.0000
  12.500   1.8220   0.00000  -0.00289  -0.0802   0.0000   0.0000
  15.000   2.1534   0.00000  -0.00292  -0.0918   0.0000   0.0000
  17.500   2.4808   0.00000  -0.00294  -0.1030   0.0000   0.0000
  20.000   2.8035   0.00000  -0.00296  -0.1138   0.0000   0.0000
  22.500   3.1208   0.00000  -0.00299  -0.1239   0.0000   0.0000
  25.000   3.4322   0.00000  -0.00301  -0.1335   0.0000   0.0000
