  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1318                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1362   0.00000  -0.00178  -0.0004   0.0000   0.0000
  -7.500  -0.8228   0.00000  -0.00175  -0.0059   0.0000   0.0000
  -5.000  -0.5079   0.00000  -0.00173  -0.0117   0.0000   0.0000
  -2.500  -0.1920   0.00000  -0.00171  -0.0176   0.0000   0.0000
   0.000   0.1243   0.00000  -0.00171  -0.0236   0.0000   0.0000
   2.500   0.4403   0.00000  -0.00171  -0.0298   0.0000   0.0000
   5.000   0.7555   0.00000  -0.00173  -0.0360   0.0000   0.0000
   7.500   1.0693   0.00000  -0.00176  -0.0422   0.0000   0.0000
  10.000   1.3810   0.00000  -0.00179  -0.0483   0.0000   0.0000
  12.500   1.6901   0.00000  -0.00184  -0.0544   0.0000   0.0000
  15.000   1.9960   0.00000  -0.00189  -0.0603   0.0000   0.0000
  17.500   2.2981   0.00000  -0.00195  -0.0660   0.0000   0.0000
  20.000   2.5959   0.00000  -0.00201  -0.0715   0.0000   0.0000
  22.500   2.8887   0.00000  -0.00208  -0.0767   0.0000   0.0000
  25.000   3.1760   0.00000  -0.00214  -0.0816   0.0000   0.0000
