  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2561                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.3466   0.00000  -0.00420   0.0840   0.0000   0.0000
  -7.500  -0.9279   0.00000  -0.00421   0.0467   0.0000   0.0000
  -5.000  -0.5075   0.00000  -0.00422   0.0083   0.0000   0.0000
  -2.500  -0.0861   0.00000  -0.00423  -0.0308   0.0000   0.0000
   0.000   0.3355   0.00000  -0.00423  -0.0705   0.0000   0.0000
   2.500   0.7565   0.00000  -0.00423  -0.1104   0.0000   0.0000
   5.000   1.1760   0.00000  -0.00423  -0.1502   0.0000   0.0000
   7.500   1.5932   0.00000  -0.00422  -0.1896   0.0000   0.0000
  10.000   2.0075   0.00000  -0.00421  -0.2284   0.0000   0.0000
  12.500   2.4179   0.00000  -0.00419  -0.2661   0.0000   0.0000
  15.000   2.8237   0.00000  -0.00416  -0.3025   0.0000   0.0000
  17.500   3.2241   0.00000  -0.00414  -0.3374   0.0000   0.0000
  20.000   3.6185   0.00000  -0.00410  -0.3704   0.0000   0.0000
  22.500   4.0059   0.00000  -0.00406  -0.4014   0.0000   0.0000
  25.000   4.3857   0.00000  -0.00402  -0.4301   0.0000   0.0000
