  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4124                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0435   0.01821   0.01070  -0.0655   0.6515   0.0443
  -4.000   0.0477   0.01652   0.00883  -0.0614   0.6063   0.0471
  -3.000   0.1330   0.01570   0.00781  -0.0562   0.5617   0.0511
  -2.000   0.2120   0.01482   0.00677  -0.0498   0.5155   0.0555
  -1.000   0.2949   0.01436   0.00611  -0.0441   0.4699   0.0617
   0.000   0.3783   0.01403   0.00562  -0.0385   0.4303   0.0706
   1.000   0.4607   0.01400   0.00538  -0.0328   0.3902   0.0895
   2.000   0.5084   0.01221   0.00541  -0.0216   0.3530   0.6371
   3.000   0.5867   0.01280   0.00628  -0.0156   0.3089   0.7712
   4.000   0.6569   0.01410   0.00761  -0.0086   0.2566   0.8721
   5.000   0.7124   0.01646   0.00974   0.0004   0.1963   0.9574
   7.000   0.9177   0.02259   0.01543  -0.0069   0.1562   1.0000
   8.000   0.9361   0.02545   0.01829   0.0041   0.1523   1.0000
   9.000   0.9856   0.02906   0.02194   0.0083   0.1490   1.0000
  10.000   1.0332   0.03367   0.02657   0.0111   0.1465   1.0000
  11.000   1.0772   0.03892   0.03183   0.0134   0.1441   1.0000
  12.000   1.1290   0.04381   0.03680   0.0145   0.1428   1.0000
  13.000   1.1814   0.04890   0.04201   0.0149   0.1417   1.0000
  14.000   1.2324   0.05416   0.04740   0.0151   0.1407   1.0000
  15.000   1.2806   0.05983   0.05321   0.0148   0.1395   1.0000
  16.000   1.3263   0.06577   0.05930   0.0141   0.1385   1.0000
  17.000   1.3687   0.07208   0.06579   0.0131   0.1377   1.0000
  18.000   1.4051   0.07912   0.07303   0.0117   0.1369   1.0000
