  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4635                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1069   0.01527   0.00841  -0.1067   0.6742   0.2931
  -3.000  -0.0214   0.01520   0.00813  -0.0826   0.6125   0.3228
  -2.000   0.0521   0.01538   0.00821  -0.0767   0.5852   0.3408
  -1.000   0.1298   0.01572   0.00853  -0.0718   0.5611   0.3600
   0.000   0.2122   0.01621   0.00900  -0.0680   0.5385   0.3806
   1.000   0.2958   0.01689   0.00967  -0.0647   0.5170   0.4028
   2.000   0.3809   0.01775   0.01053  -0.0619   0.4965   0.4265
   3.000   0.4661   0.01880   0.01158  -0.0595   0.4770   0.4520
   4.000   0.5478   0.02013   0.01299  -0.0568   0.4590   0.4791
   5.000   0.6294   0.02170   0.01465  -0.0546   0.4415   0.5082
   6.000   0.7096   0.02355   0.01659  -0.0525   0.4246   0.5390
   7.000   0.7874   0.02568   0.01882  -0.0504   0.4084   0.5713
   8.000   0.8627   0.02811   0.02132  -0.0484   0.3927   0.6044
   9.000   0.9345   0.03087   0.02414  -0.0463   0.3773   0.6378
  10.000   1.0017   0.03406   0.02742  -0.0442   0.3621   0.6730
  11.000   1.0612   0.03797   0.03155  -0.0419   0.3482   0.7140
  12.000   1.1177   0.04218   0.03606  -0.0397   0.3344   0.7770
  13.000   1.1599   0.04631   0.04075  -0.0351   0.3212   1.0000
  14.000   1.2086   0.05172   0.04611  -0.0337   0.3081   1.0000
  15.000   1.2528   0.05756   0.05189  -0.0325   0.2951   1.0000
  16.000   1.2888   0.06429   0.05863  -0.0313   0.2823   1.0000
  17.000   1.3143   0.07218   0.06661  -0.0302   0.2701   1.0000
  18.000   1.3378   0.08035   0.07487  -0.0296   0.2580   1.0000
