  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2431                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1946   0.01414   0.00702  -0.0707   0.6162   0.3131
  -4.000  -0.1309   0.01381   0.00660  -0.0621   0.5863   0.3351
  -3.000  -0.0715   0.01364   0.00640  -0.0523   0.5602   0.3589
  -2.000  -0.0019   0.01352   0.00623  -0.0443   0.5363   0.3852
  -1.000   0.0652   0.01334   0.00611  -0.0359   0.5146   0.4176
   0.000   0.1292   0.01327   0.00607  -0.0267   0.4946   0.4539
   1.000   0.2020   0.01327   0.00623  -0.0196   0.4770   0.4962
   2.000   0.2860   0.01351   0.00659  -0.0149   0.4595   0.5403
   3.000   0.3727   0.01393   0.00711  -0.0110   0.4424   0.5851
   4.000   0.4591   0.01449   0.00780  -0.0073   0.4256   0.6308
   5.000   0.5450   0.01527   0.00865  -0.0040   0.4087   0.6777
   6.000   0.6268   0.01622   0.00978  -0.0003   0.3925   0.7295
   7.000   0.7062   0.01742   0.01122   0.0032   0.3767   0.7870
   8.000   0.7804   0.01899   0.01303   0.0073   0.3609   0.8499
   9.000   0.8445   0.02105   0.01531   0.0128   0.3456   0.9166
  10.000   0.9167   0.02388   0.01820   0.0157   0.3302   0.9725
  11.000   1.0312   0.02772   0.02202   0.0081   0.3136   0.9909
  12.000   1.1266   0.03209   0.02637   0.0023   0.2978   1.0000
  13.000   1.1315   0.03565   0.02991   0.0127   0.2848   1.0000
  14.000   1.1595   0.04060   0.03484   0.0175   0.2712   1.0000
  15.000   1.1914   0.04654   0.04080   0.0199   0.2576   1.0000
  16.000   1.2210   0.05326   0.04754   0.0213   0.2443   1.0000
  17.000   1.2431   0.06108   0.05541   0.0220   0.2314   1.0000
  18.000   1.2608   0.06966   0.06408   0.0220   0.2190   1.0000
