  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6237                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.1223   0.02050   0.01227  -0.0862   0.4836   0.1298
  -3.000   0.0430   0.02027   0.01179  -0.0352   0.4453   0.1421
  -2.000   0.0801   0.02046   0.01194  -0.0239   0.4239   0.1552
  -1.000   0.1282   0.02088   0.01236  -0.0154   0.4012   0.1806
   0.000   0.1643   0.02058   0.01313  -0.0063   0.3780   0.4323
   1.000   0.2225   0.02259   0.01523  -0.0014   0.3522   0.4913
   2.000   0.2797   0.02536   0.01799   0.0025   0.3268   0.5339
   3.000   0.3344   0.02872   0.02139   0.0058   0.3064   0.5749
   4.000   0.3923   0.03235   0.02506   0.0080   0.2921   0.6165
   5.000   0.4508   0.03611   0.02894   0.0097   0.2819   0.6654
   6.000   0.5171   0.03965   0.03275   0.0102   0.2752   0.7241
   7.000   0.5808   0.04318   0.03650   0.0112   0.2696   0.7995
   8.000   0.6448   0.04655   0.04021   0.0126   0.2658   0.8811
   9.000   0.7056   0.05058   0.04444   0.0141   0.2624   0.9585
  10.000   0.8067   0.05540   0.04918   0.0062   0.2588   0.9902
  11.000   0.9382   0.05906   0.05268  -0.0058   0.2555   0.9993
  12.000   0.9637   0.06319   0.05689  -0.0018   0.2538   1.0000
  13.000   0.9989   0.06814   0.06191  -0.0002   0.2515   1.0000
  14.000   1.0422   0.07363   0.06745  -0.0008   0.2489   1.0000
  15.000   1.0975   0.07834   0.07216  -0.0026   0.2467   1.0000
  16.000   1.1623   0.08209   0.07588  -0.0049   0.2444   1.0000
