     0.99989    0.088966
     0.997353    0.089186
     0.994816    0.089405
     0.992279    0.089623
     0.989742    0.089839
     0.987205    0.090054
     0.984669    0.090267
     0.982132    0.090479
     0.979595    0.09069
     0.977058    0.090899
     0.974522    0.091107
     0.971985    0.091313
     0.969449    0.091518
     0.966912    0.091722
     0.964376    0.091925
     0.961839    0.092126
     0.959303    0.092325
     0.956767    0.092524
     0.95423    0.092721
     0.951694    0.092917
     0.949158    0.093111
     0.946622    0.093304
     0.944085    0.093496
     0.941549    0.093687
     0.939013    0.093876
     0.936477    0.094064
     0.933941    0.09425
     0.931405    0.094436
     0.928869    0.09462
     0.926334    0.094803
     0.923798    0.094984
     0.921262    0.095165
     0.918726    0.095344
     0.91619    0.095521
     0.913655    0.095698
     0.911119    0.095873
     0.908583    0.096047
     0.906048    0.09622
     0.903512    0.096392
     0.900977    0.096562
     0.898441    0.096731
     0.895906    0.096899
     0.893371    0.097066
     0.890835    0.097232
     0.8883    0.097396
     0.885765    0.097559
     0.883229    0.097721
     0.880694    0.097882
     0.878159    0.098041
     0.875624    0.098199
     0.873089    0.098357
     0.870554    0.098513
     0.868019    0.098667
     0.865484    0.098821
     0.862949    0.098973
     0.860414    0.099124
     0.857879    0.099275
     0.855344    0.099423
     0.852809    0.099571
     0.850275    0.099718
     0.84774    0.099863
     0.845205    0.100007
     0.84267    0.10015
     0.840136    0.100292
     0.837601    0.100433
     0.835067    0.100573
     0.832532    0.100711
     0.829998    0.100849
     0.827463    0.100985
     0.824929    0.10112
     0.822394    0.101254
     0.81986    0.101386
     0.817326    0.101518
     0.814792    0.101649
     0.812257    0.101778
     0.809723    0.101906
     0.807189    0.102033
     0.804655    0.102159
     0.802121    0.102284
     0.799587    0.102407
     0.797053    0.10253
     0.794519    0.102651
     0.791985    0.102772
     0.789451    0.102891
     0.786917    0.103009
     0.784383    0.103126
     0.78185    0.103241
     0.779316    0.103356
     0.776782    0.103469
     0.774248    0.103582
     0.771715    0.103693
     0.769181    0.103803
     0.766648    0.103912
     0.764114    0.10402
     0.761581    0.104126
     0.759047    0.104232
     0.756514    0.104336
     0.753981    0.10444
     0.751447    0.104542
     0.748914    0.104643
     0.746381    0.104743
     0.743848    0.104841
     0.741315    0.104939
     0.738781    0.105036
     0.736248    0.105131
     0.733715    0.105225
     0.731182    0.105318
     0.72865    0.10541
     0.726117    0.105501
     0.723584    0.10559
     0.721051    0.105679
     0.718518    0.105766
     0.715986    0.105852
     0.713453    0.105937
     0.71092    0.106021
     0.708388    0.106103
     0.705855    0.106185
     0.703323    0.106265
     0.70079    0.106344
     0.698258    0.106422
     0.695726    0.106499
     0.693193    0.106574
     0.690661    0.106649
     0.688129    0.106722
     0.685597    0.106794
     0.683065    0.106865
     0.680533    0.106934
     0.678001    0.107003
     0.675469    0.10707
     0.672937    0.107136
     0.670405    0.107201
     0.667874    0.107264
     0.665342    0.107327
     0.66281    0.107388
     0.660279    0.107448
     0.657747    0.107506
     0.655216    0.107564
     0.652684    0.10762
     0.650153    0.107675
     0.647622    0.107729
     0.64509    0.107781
     0.642559    0.107832
     0.640028    0.107882
     0.637497    0.107931
     0.634966    0.107978
     0.632435    0.108024
     0.629904    0.108069
     0.627373    0.108113
     0.624843    0.108155
     0.622312    0.108196
     0.619781    0.108236
     0.617251    0.108274
     0.61472    0.108311
     0.61219    0.108346
     0.60966    0.108381
     0.607129    0.108414
     0.604599    0.108445
     0.602069    0.108476
     0.599539    0.108505
     0.597009    0.108532
     0.594479    0.108558
     0.591949    0.108583
     0.589419    0.108607
     0.58689    0.108629
     0.58436    0.108649
     0.58183    0.108668
     0.579301    0.108686
     0.576772    0.108703
     0.574242    0.108717
     0.571713    0.108731
     0.569184    0.108743
     0.566655    0.108754
     0.564126    0.108763
     0.561597    0.10877
     0.559068    0.108776
     0.55654    0.108781
     0.554011    0.108784
     0.551482    0.108786
     0.548954    0.108786
     0.546426    0.108785
     0.543897    0.108782
     0.541369    0.108777
     0.538841    0.108771
     0.536313    0.108764
     0.533785    0.108755
     0.531257    0.108744
     0.52873    0.108732
     0.526202    0.108718
     0.523675    0.108702
     0.521147    0.108685
     0.51862    0.108666
     0.516093    0.108646
     0.513566    0.108623
     0.511039    0.1086
     0.508512    0.108574
     0.505985    0.108547
     0.503459    0.108518
     0.500932    0.108488
     0.498406    0.108455
     0.495879    0.108421
     0.493353    0.108385
     0.490827    0.108348
     0.488301    0.108309
     0.485775    0.108267
     0.48325    0.108224
     0.480724    0.10818
     0.478199    0.108133
     0.475673    0.108085
     0.473148    0.108034
     0.470623    0.107982
     0.468098    0.107928
     0.465573    0.107872
