  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6713                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.6021   0.01417   0.00937  -0.2287   0.8891   0.3009
  -1.000   0.7708   0.01220   0.00763  -0.2404   0.8902   0.3941
   0.000   0.8665   0.01207   0.00773  -0.2369   0.8792   0.4673
   1.000   1.0365   0.01008   0.00597  -0.2487   0.8772   0.5493
   2.000   1.1558   0.00911   0.00521  -0.2496   0.8632   0.6125
   3.000   1.2355   0.00870   0.00497  -0.2416   0.8333   0.6596
   4.000   1.2630   0.01059   0.00595  -0.2227   0.6383   0.6938
   5.000   1.3022   0.01347   0.00828  -0.2083   0.5156   0.7227
   6.000   1.3585   0.01604   0.01040  -0.1981   0.4037   0.7477
   7.000   1.4184   0.01879   0.01259  -0.1891   0.2837   0.7721
   8.000   1.4763   0.02188   0.01513  -0.1803   0.1693   0.7971
   9.000   1.5343   0.02503   0.01799  -0.1720   0.0955   0.8299
  10.000   1.5886   0.02801   0.02102  -0.1632   0.0613   1.0000
  11.000   1.6433   0.03167   0.02468  -0.1553   0.0449   1.0000
  12.000   1.6875   0.03619   0.02928  -0.1465   0.0356   1.0000
  13.000   1.7269   0.04127   0.03454  -0.1379   0.0300   1.0000
  14.000   1.7557   0.04760   0.04109  -0.1293   0.0262   1.0000
  15.000   1.7787   0.05494   0.04874  -0.1216   0.0233   1.0000
  16.000   1.7779   0.06561   0.05974  -0.1145   0.0213   1.0000
  17.000   1.7790   0.07728   0.07180  -0.1104   0.0197   1.0000
  18.000   1.7542   0.09330   0.08818  -0.1090   0.0184   1.0000
