  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4327                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0983   0.01273   0.00553  -0.0817   0.5800   0.1688
  -4.000  -0.0147   0.01243   0.00517  -0.0762   0.5417   0.1902
  -3.000   0.0697   0.01227   0.00494  -0.0708   0.5058   0.2161
  -2.000   0.1454   0.01212   0.00477  -0.0637   0.4715   0.2532
  -1.000   0.2125   0.01167   0.00461  -0.0553   0.4433   0.3461
   0.000   0.2925   0.01152   0.00488  -0.0497   0.4199   0.4952
   1.000   0.3850   0.01188   0.00536  -0.0464   0.4024   0.5656
   2.000   0.4787   0.01239   0.00598  -0.0437   0.3886   0.6259
   3.000   0.5716   0.01306   0.00676  -0.0411   0.3768   0.6894
   4.000   0.6680   0.01367   0.00760  -0.0392   0.3685   0.7600
   5.000   0.7560   0.01458   0.00873  -0.0360   0.3591   0.8434
   6.000   0.8385   0.01559   0.01001  -0.0315   0.3521   0.9331
   7.000   0.9440   0.01708   0.01149  -0.0325   0.3442   0.9841
   8.000   1.0823   0.01891   0.01327  -0.0412   0.3360   0.9987
   9.000   1.1361   0.02024   0.01460  -0.0340   0.3291   1.0000
  10.000   1.2061   0.02212   0.01643  -0.0303   0.3212   1.0000
  11.000   1.2772   0.02447   0.01886  -0.0278   0.3141   1.0000
  12.000   1.3464   0.02719   0.02156  -0.0257   0.3058   1.0000
  13.000   1.4087   0.03070   0.02521  -0.0238   0.2981   1.0000
  14.000   1.4651   0.03475   0.02931  -0.0220   0.2894   1.0000
  15.000   1.5142   0.03971   0.03437  -0.0205   0.2802   1.0000
  16.000   1.5535   0.04568   0.04050  -0.0191   0.2705   1.0000
  17.000   1.5830   0.05266   0.04758  -0.0179   0.2602   1.0000
  18.000   1.5987   0.06117   0.05620  -0.0169   0.2489   1.0000
