  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1329                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3283   0.01188   0.00546  -0.0426   0.6253   0.3290
  -4.000  -0.2518   0.01150   0.00499  -0.0361   0.5870   0.3614
  -3.000  -0.1833   0.01123   0.00476  -0.0277   0.5540   0.3955
  -2.000  -0.1018   0.01114   0.00462  -0.0217   0.5208   0.4277
  -1.000  -0.0202   0.01109   0.00456  -0.0158   0.4901   0.4602
   0.000   0.0654   0.01111   0.00458  -0.0105   0.4624   0.4913
   1.000   0.1446   0.01117   0.00464  -0.0041   0.4371   0.5229
   2.000   0.2211   0.01130   0.00483   0.0028   0.4147   0.5569
   3.000   0.3087   0.01167   0.00522   0.0071   0.3945   0.5928
   4.000   0.3980   0.01210   0.00576   0.0108   0.3763   0.6331
   5.000   0.4878   0.01270   0.00647   0.0140   0.3595   0.6776
   6.000   0.5756   0.01349   0.00737   0.0172   0.3432   0.7249
   7.000   0.6607   0.01450   0.00852   0.0205   0.3271   0.7753
   8.000   0.7460   0.01563   0.00986   0.0234   0.3128   0.8284
   9.000   0.8253   0.01712   0.01155   0.0268   0.2982   0.8827
  10.000   0.8943   0.01910   0.01368   0.0316   0.2836   0.9351
  12.000   1.0754   0.02544   0.02006   0.0281   0.2527   0.9916
  13.000   1.1791   0.03000   0.02462   0.0207   0.2370   0.9997
  14.000   1.1829   0.03408   0.02874   0.0306   0.2251   1.0000
  15.000   1.2062   0.03961   0.03431   0.0351   0.2126   1.0000
  16.000   1.2308   0.04651   0.04127   0.0371   0.2003   1.0000
  17.000   1.2475   0.05476   0.04961   0.0379   0.1884   1.0000
  18.000   1.2563   0.06422   0.05918   0.0379   0.1771   1.0000
