  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4816                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1222   0.01739   0.01203  -0.1396   0.9365   0.1783
  -4.000   0.0496   0.01665   0.01153  -0.1522   0.9338   0.2430
  -3.000   0.1778   0.01547   0.01059  -0.1557   0.9221   0.3059
  -2.000   0.3147   0.01433   0.00969  -0.1606   0.9111   0.3733
  -1.000   0.4848   0.01232   0.00793  -0.1719   0.9068   0.4454
   0.000   0.5927   0.01111   0.00695  -0.1701   0.8811   0.5063
   1.000   0.7614   0.00821   0.00365  -0.1799   0.7500   0.5725
   2.000   0.8407   0.00957   0.00453  -0.1727   0.6328   0.6244
   3.000   0.9283   0.01068   0.00541  -0.1674   0.5468   0.6733
   4.000   1.0193   0.01182   0.00633  -0.1630   0.4671   0.7157
   5.000   1.1110   0.01308   0.00732  -0.1589   0.3903   0.7505
   6.000   1.1999   0.01452   0.00849  -0.1543   0.3155   0.7765
   7.000   1.2844   0.01620   0.00987  -0.1492   0.2447   0.7981
   8.000   1.3641   0.01811   0.01149  -0.1434   0.1821   0.8169
   9.000   1.4382   0.02022   0.01342  -0.1369   0.1338   0.8338
  10.000   1.5061   0.02261   0.01569  -0.1297   0.1003   0.8497
  11.000   1.5678   0.02529   0.01838  -0.1219   0.0785   0.8648
  12.000   1.6204   0.02855   0.02172  -0.1134   0.0644   0.8795
  13.000   1.6667   0.03240   0.02572  -0.1048   0.0547   0.8948
  14.000   1.7019   0.03733   0.03089  -0.0961   0.0477   0.9143
  15.000   1.7242   0.04369   0.03755  -0.0878   0.0427   1.0000
  16.000   1.7379   0.05275   0.04689  -0.0823   0.0388   1.0000
  17.000   1.7303   0.06534   0.05976  -0.0792   0.0356   1.0000
  18.000   1.7231   0.07888   0.07371  -0.0788   0.0334   1.0000
